base_pid,gender,age_band,race,target_cell_proportion,clean_pool_cell_n,poststratification_weight
pid_1953,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1954,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1955,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1956,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1957,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1958,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1959,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1960,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_1961,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1962,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_1963,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1964,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1966,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1967,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1969,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1970,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1971,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1972,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1973,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1974,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1975,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1976,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1977,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1978,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1979,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1980,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1981,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1982,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1983,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1984,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1985,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1986,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1987,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1988,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1989,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1990,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1991,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1992,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1993,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1994,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1995,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1996,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1997,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1998,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1999,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_2000,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_2001,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_2002,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_2003,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_2004,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_2005,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_2006,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_2007,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_2008,Female,45-59,Asian / Asian American,0.008444025332076,7,2.31728180898828
pid_2009,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_2010,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_2011,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_2012,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_2013,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_2014,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_2015,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_2016,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_2017,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_2018,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_2019,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_2020,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_2021,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_2022,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_2023,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_2024,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_2025,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_2026,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_2028,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_2029,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_2030,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_2031,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_2032,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_2033,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_2034,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_2037,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_2038,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_2039,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_2040,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_2041,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_2042,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_2043,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_2044,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_2045,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_2046,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_2047,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_2048,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_2049,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_2050,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_2051,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_2052,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_2053,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_2054,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_2055,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_2056,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_2058,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
