condition,base_pid,gender,age_band,race,selected_n,in_panel500
giant gibbon; brick bobcat,pid_1203,Male,18-29,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1212,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1217,Female,45-59,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1219,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1221,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1225,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1227,Female,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1238,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1240,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1248,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1249,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1253,Female,45-59,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1256,Female,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1262,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1273,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1278,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1286,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1289,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1290,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1299,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1301,Female,45-59,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1302,Male,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1311,Female,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1316,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1317,Female,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1323,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1339,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1343,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1345,Male,18-29,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1350,Male,30-44,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1353,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1362,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1367,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1368,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1369,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1379,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1380,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1382,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1386,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1387,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1400,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1403,Female,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1411,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1412,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1413,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1416,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1418,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1420,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1423,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1427,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1435,Female,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1439,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1445,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1446,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1448,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1449,Female,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1451,Male,60+,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1452,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1455,Female,18-29,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1457,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1458,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1460,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1463,Male,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1465,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1471,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1473,Female,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1474,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1477,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1487,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1499,Male,60+,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1502,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1503,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1512,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1516,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1522,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1526,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1531,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1534,Male,45-59,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1539,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1544,Female,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1546,Female,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1548,Female,18-29,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1554,Male,60+,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1563,Female,45-59,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1566,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1571,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1581,Female,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1583,Male,18-29,Other,500,yes
giant gibbon; brick bobcat,pid_1584,Female,30-44,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1586,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1588,Male,45-59,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1590,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1596,Female,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1598,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1604,Female,60+,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1605,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1625,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1643,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1645,Male,45-59,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1649,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1653,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1656,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1657,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1660,Female,18-29,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1663,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1667,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1670,Female,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1676,Female,18-29,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1680,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1681,Female,45-59,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1684,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1687,Female,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1689,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1697,Male,45-59,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1704,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1712,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1717,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1721,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1726,Female,45-59,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1728,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1740,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1741,Male,18-29,Other,500,yes
giant gibbon; brick bobcat,pid_1743,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1751,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1757,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1763,Female,45-59,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1772,Female,60+,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1773,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1775,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1779,Male,30-44,Other,500,yes
giant gibbon; brick bobcat,pid_1780,Male,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1782,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1790,Female,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1791,Female,60+,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1793,Female,60+,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1803,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1805,Male,30-44,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1806,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1809,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1811,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1814,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1815,Female,60+,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1819,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1820,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1822,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1824,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1829,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1833,Female,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1837,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1840,Female,30-44,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1843,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1846,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1847,Male,45-59,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1853,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1857,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1866,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1870,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1872,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1877,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1878,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1884,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1886,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1889,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1890,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1893,Female,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1901,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1904,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1908,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1909,Female,60+,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1912,Male,30-44,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_1913,Female,30-44,Other,500,yes
giant gibbon; brick bobcat,pid_1917,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1919,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1929,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1931,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1933,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1937,Female,18-29,Other,500,yes
giant gibbon; brick bobcat,pid_1945,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1952,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1953,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1961,Female,60+,Other,500,yes
giant gibbon; brick bobcat,pid_1963,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1966,Female,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1972,Male,18-29,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1973,Female,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_1978,Male,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1981,Female,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1982,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1985,Male,18-29,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_1988,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1989,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1997,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1998,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_1999,Female,30-44,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2000,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2003,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2005,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2006,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2008,Female,45-59,Asian / Asian-American,500,yes
giant gibbon; brick bobcat,pid_2010,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2021,Female,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2022,Female,60+,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_2025,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2026,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2030,Female,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2034,Male,45-59,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2041,Male,60+,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2046,Male,18-29,Latino / Hispanic,500,yes
giant gibbon; brick bobcat,pid_2049,Female,18-29,Black / African-American,500,yes
giant gibbon; brick bobcat,pid_2052,Male,18-29,White / Caucasian,500,yes
giant gibbon; brick bobcat,pid_2054,Female,30-44,Black / African-American,500,yes
heartfelt hummingbird,pid_14,Female,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_15,Male,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_23,Male,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_29,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_32,Male,30-44,Latino / Hispanic,500,yes
heartfelt hummingbird,pid_35,Female,30-44,White / Caucasian,500,yes
heartfelt hummingbird,pid_43,Male,18-29,Black / African-American,500,yes
heartfelt hummingbird,pid_57,Male,45-59,Black / African-American,500,yes
heartfelt hummingbird,pid_59,Male,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_62,Male,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_65,Female,45-59,Latino / Hispanic,500,yes
heartfelt hummingbird,pid_71,Male,60+,Latino / Hispanic,500,yes
heartfelt hummingbird,pid_72,Male,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_75,Female,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_76,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_81,Male,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_83,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_84,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_91,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_95,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_99,Male,30-44,Other,500,yes
heartfelt hummingbird,pid_102,Male,45-59,Black / African-American,500,yes
heartfelt hummingbird,pid_104,Male,30-44,White / Caucasian,500,yes
heartfelt hummingbird,pid_107,Male,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_115,Female,60+,Asian / Asian-American,500,yes
heartfelt hummingbird,pid_118,Male,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_122,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_123,Male,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_129,Female,30-44,Asian / Asian-American,500,yes
heartfelt hummingbird,pid_133,Female,60+,Latino / Hispanic,500,yes
heartfelt hummingbird,pid_160,Male,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_163,Male,45-59,White / Caucasian,500,yes
heartfelt hummingbird,pid_165,Male,45-59,Latino / Hispanic,500,yes
heartfelt hummingbird,pid_167,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_173,Female,30-44,White / Caucasian,500,yes
heartfelt hummingbird,pid_174,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_180,Female,60+,Black / African-American,500,yes
heartfelt hummingbird,pid_182,Female,60+,White / Caucasian,500,yes
heartfelt hummingbird,pid_186,Female,18-29,Black / African-American,500,yes
heartfelt hummingbird,pid_189,Female,45-59,White / Caucasian,500,yes
